"plot","treeNum","DBH_cm","height_m","species","dOut_m","dSideR_m","dSideL_m","notes","percentLive","plotNum"
37,41,0.8,1.5,"PIPO",18.6,0.4,NA,NA,92,32
37,42,0,1.1,"CADE",19.5,0.8,NA,NA,94,32
37,43,2.7,2,"CADE",19.4,2.8,NA,NA,95,32
37,44,4.4,2.5,"PIPO",20.9,4.7,NA,NA,99,32
37,45,8.7,4.5,"PIPO",20.9,2.6,NA,NA,97,32
37,46,5.6,3.5,"PIPO",22.9,3.1,NA,NA,97,32
37,47,2.5,2.1,"PIPO",21.6,NA,"-4.2",NA,97,32
37,48,0.2,1.5,"CADE",27.2,1,NA,NA,99,32
37,49,8.1,3,"PIPO",30.2,4,NA,NA,95,32
37,50,39.8,5.3,"PSME",31.6,1.1,NA,"fire scar all the way to the top",0,32
37,51,7.6,3.8,"PIPO",36.1,1.2,NA,NA,97,32
37,52,7.2,3.5,"PIPO",36.6,0.3,NA,NA,96,32
37,53,33.6,12,"CADE",37.1,NA,"-2.5","fire scar 5.8m",0,32
37,54,42.9,6.1,"PSME",38.2,2.9,NA,"fire scar all the way to the top",0,32
37,55,4.6,2.5,"CADE",40.6,1,NA,NA,96,32
37,56,38.1,16.9,"CADE",43.2,2.2,NA,"fire scar 11.4m",0,32
37,57,82.1,18.9,"ABCO",42.3,NA,"-4","fire scar 18m",0,32
37,58,12.2,3.1,"PIPO",43.1,NA,"-1.1",NA,97,32
39,1,0.9,1.7,"PIPO",0.9,NA,"-0.65","WF, NM",99,33
39,2,12.8,6.5,"PIPO",2.5,0.4,NA,"brown needles",98,33
39,3,14.5,6.3,"PIPO",3.5,4.15,NA,"brown needles, flag, NM",98,33
39,4,8.6,4.2,"PIPO",4.7,3.9,NA,"brown needles, NM",98,33
39,5,5,4.7,"PIPO",6.7,3.17,NA,"NM, brown needles",99,33
39,6,9.8,5,"PIPO",6.9,3.3,NA,"NM, brown needles",99,33
39,7,11.5,7,"PIPO",7.2,4.4,NA,"NM, brown needles",99,33
39,8,7.6,5.3,"PIPO",7.3,4.08,NA,"NM, brown needles",99,33
39,9,8.4,5.3,"PIPO",7.8,4.03,NA,"NM, brown needles",99,33
39,10,6.5,4.1,"PIPO",7.8,3.8,NA,"NM, brown needles",99,33
39,11,0,1.1,"PIPO",10.6,NA,"-4.37","NM",99,33
39,12,0,1.04,"CADE",11.6,0.7,NA,"flaglets",98,33
39,13,1.8,1.7,"PIPO",12.7,3.94,NA,"NM",99,33
39,14,2.6,1.92,"PIPO",12.8,3.57,NA,"NM, brown needles",99,33
39,15,0,1.33,"PIPO",13.5,3.72,NA,"NM, brown needles, WF",99,33
39,16,0,1.26,"CADE",12.8,3.99,NA,"flaglets",99,33
39,17,0,1.06,"PIPO",13.5,4.05,NA,"WF, NM, brown needles",97,33
39,18,0,1.25,"PIPO",14.4,4.45,NA,"NM, brown needles",98,33
39,19,0.03,1.36,"CADE",13.75,1.07,NA,"flag, flaglets",97,33
39,20,0.9,1.55,"PIPO",14.7,1.86,NA,"brown needles, NM",98,33
39,21,0,1.29,"PIPO",15.4,2.6,NA,"brown needles",98,33
39,22,0.9,1.44,"PIPO",15.4,3.65,NA,"brown needles",99,33
39,23,0,1.34,"PIPO",16.1,2.18,NA,"WF, brown needles",97,33
39,24,1.8,1.55,"PIPO",16.9,NA,"-2","WF, NM",99,33
39,25,1.3,1.8,"PIPO",18.45,NA,"-1.3","WF, NM",99,33
39,26,0,1.22,"PIPO",25.45,NA,"-0.4","WF",99,33
39,27,1.9,1.85,"PIPO",28.6,NA,"-3.8","NM, WF",97,33
39,28,1,1.75,"PIPO",29.4,NA,"-4.9","WF, NM",99,33
39,29,1.7,2.1,"PIPO",30.05,NA,"-0.4","WF",99,33
39,30,1.75,2.3,"PIPO",30.9,NA,"-0.3","WF",99,33
39,31,0.9,1.9,"PIPO",31,NA,"-0.5","WF",99,33
39,32,68.6,35.8,"ABCO",36,NA,"-2.4","FS 8 meters",99,33
39,33,42.6,17.4,"CADE",43.6,NA,"-1.2","FS 4 meters, flaglets",96,33
39,34,2.6,2.5,"PIPO",43.8,NA,"-4.3","WF, NM",98,33
39,35,1.6,2.06,"PIPO",43.8,NA,"-4.9","WF, NM",99,33
39,36,0,1.2,"PIPO",43.75,0.05,NA,"WF, NM",99,33
39,37,0,1.35,"PIPO",47.2,4.7,NA,"WF, NM",99,33
4,1,13.9,4.7,"ABCO",7.9,2.4,NA,"fire scar 1.5m, pitching from fire scar and old MECH, bent top",91,4
4,2,16.4,6.5,"PIJE",11.8,4,NA,NA,0,4
4,3,47.7,23.3,"PIJE",11.9,4.3,NA,"yellowing needles",97,4
4,4,95.2,30,"ABCO",27.3,0.01,NA,"fire scar 1.2m",0,4
4,5,4.9,2.5,"ABCO",40.8,2.8,NA,"yellowing needles",97,4
4,6,3.6,2.4,"PIJE",42.5,2.8,NA,"2 flags, yellowing needles, sparse, fire scar 0.1m",80,4
4,7,3.3,2.1,"ABCO",43.1,3.1,NA,"no fire scar, some brown needles",97,4
4,8,14.2,5.7,"ABCO",43,3.7,NA,"no fire scar, pitching on stem (probably due to growth), yellowing needles",97,4
4,9,1.4,1.6,"ABCO",43.9,2.8,NA,"yellowing needles, no fire scar",97,4
4,10,10.4,4.7,"ABCO",44.3,4.1,NA,"yellowing needles, no fire scar",98,4
4,11,5.9,3.8,"ABCO",43.6,4.7,NA,"yellowing needles, no fire scar",96,4
4,12,0,1.3,"ABCO",46,4.7,NA,NA,98,4
4,13,4.1,2.4,"ABCO",46.2,4.9,NA,NA,98,4
4,14,8.9,4.2,"ABCO",47.3,2.1,NA,"lots of pitching (probably growth), yellowing needles",96,4
4,15,8,4.5,"ABCO",48.8,1.3,NA,NA,97,4
4,16,15,7.2,"ABCO",49.2,1.5,NA,"pitching from growth",97,4
4,17,11.4,6.3,"ABCO",49.8,NA,"-0.5","pitching from growth, yellowing needles",97,4
4,18,12.7,5.4,"ABCO",49.7,NA,"-1.8","yellowing needles",96,4
4,19,2,2,"ABCO",48.4,NA,"-1.7","yellowing needles",95,4
4,20,0,1.2,"ABCO",48,NA,"-1.8","yellowing needles, 3 flags",92,4
4,21,5.9,2.8,"ABCO",45,NA,"-3","yellowing needles",97,4
4,22,2.3,1.6,"ABCO",42.4,NA,"-4","yellowing needles",95,4
4,23,2.7,1.9,"ABCO",37.3,NA,"-2.7","yellowing needles",95,4
4,24,27.7,12.2,"PIJE",15.5,NA,"-0.01","pitching from MECH, yellowing needles",97,4
4,25,10.7,4.6,"ABCO",13.1,NA,"-1.9","1 flag",98,4
4,26,4.4,2.6,"ABCO",9.9,NA,"-2.8","fire scar 0.2m",96,4
4,27,11.5,4.7,"ABCO",9.3,NA,"-4.3","fire scar 0.1m",98,4
56,1,21.4,12.2,"QUWI",0.7,2.9,NA,"multiple leaders, flagging",97,42
56,2,10.8,2.8,"QUWI",1.8,2.34,NA,"Btop, flags",80,42
56,3,18.2,9.1,"ABCO",2.4,NA,"-0.79",NA,99,42
56,4,39.4,18.7,"CADE",3.4,NA,"-1.1","thin canopy, flaglets",98,42
56,5,7.5,4,"CADE",4.1,1.09,NA,"lots of flaglets",90,42
56,6,10.8,4.12,"ABCO",4.17,1.5,NA,NA,99,42
56,7,25.6,15.5,"ABCO",6.31,NA,"-0.01",NA,100,42
56,8,31.5,8.7,"QUKE",5.6,3.64,NA,"Btop, yellowing leaves",98,42
56,9,13.1,8.3,"PSME",8.1,3.25,NA,"sparse, very suppressed",99,42
56,10,46.4,24.8,"PSME",8.8,4.7,NA,"sparse",99,42
56,11,0.5,1.7,"QUWI",18.4,NA,"-1.34","yellowing and browning leaves",99,42
56,12,24.8,14.5,"ABCO",18.4,3.7,NA,"browning needles",99,42
56,13,16.9,7.6,"ABCO",19.3,2.04,NA,"heavy supp, brown needles",98,42
56,14,5.3,2.1,"QUWI",20.9,0.18,NA,"mech damage, flag, yellowing leaves",96,42
56,15,3.9,4.5,"QUWI",20.9,0.13,NA,"brown and yellowing leaves",98,42
56,16,3.4,2.9,"QUWI",20.9,0.65,NA,"flaglets, yellowing leaves",98,42
56,17,1.2,1.25,"QUWI",20.9,0.69,NA,"some brown leaves",99,42
56,18,8.4,6,"ABCO",22.4,2.9,NA,"brown needles",99,42
56,19,0,1.35,"QUWI",23,2.45,NA,"yellow leaves",99,42
56,20,1.4,2.1,"QUWI",23.1,NA,"-1.2",NA,100,42
56,21,2.7,2.6,"QUWI",22.6,NA,"-1.9","some yellow and brown leaves",99,42
56,22,72.1,15.3,"ABCO",24.2,0.24,NA,"SD, broken top",0,42
56,23,13.2,6.4,"QUWI",24.25,1.65,NA,"brown leaves",99,42
56,24,4.9,3.9,"ABCO",25.3,0.34,NA,"Btop, suppressed, sparse",99,42
56,25,5.2,3.2,"ABCO",25.6,1.92,NA,"Btop, new leader, sparse",99,42
56,26,4.1,3.4,"QUWI",24.95,NA,"-0","two leaders, flaglets",98,42
56,27,17,5.8,"ABCO",26.8,NA,"-1.86",NA,98,42
56,28,29.2,17.6,"ABCO",27.45,NA,"-0.8",NA,98,42
56,29,0,1.34,"CADE",27.4,NA,"-0.46","flags, flaglets",95,42
56,30,1.47,1.9,"CADE",28.05,NA,"-0.46","flags, flaglets",93,42
56,31,0.6,2,"QUWI",28,NA,"-1.46","yellowing",97,42
56,32,4.4,2.3,"CADE",29.65,NA,"-1.26","two leaders, flaglets, brown tips",98,42
56,33,3.4,2.15,"CADE",27.8,2.01,NA,"flaglets",98,42
56,34,2.3,2.4,"QUWI",28.5,3.7,NA,"some yellow",99,42
56,35,1.9,2.6,"QUWI",28.48,3.46,NA,"yellow and brown leaves",97,42
56,36,3.1,2.4,"PSME",29.2,4.1,NA,"brown needles",98,42
56,37,3.5,3.2,"QUWI",31.43,4.76,NA,"browning tips",99,42
56,38,0,1.22,"QUWI",31.4,1.59,NA,"brown and yellowing leaves",98,42
56,39,0,1.19,"QUWI",31.6,1.2,NA,"brown and yellowing leaves",98,42
56,40,10.1,6.8,"QUWI",31.7,NA,"-4.45","couple yellow leaves",99,42
56,41,3.2,2.2,"CADE",33.4,NA,"-0.69","flaglets",98,42
56,42,0,1.3,"CADE",34.5,NA,"-0.69","brown tips",99,42
56,43,35.1,24.3,"ABCO",35,NA,"-1.96","flaglets",99,42
56,44,6.6,6.1,"QUWI",33.5,0.45,NA,"lots of brown leaves",65,42
56,45,4.1,4.3,"QUWI",35.3,2.26,NA,"some yellowing leaves",99,42
56,46,22.4,9.8,"ABCO",35.7,0.94,NA,NA,99,42
56,47,7.4,5.1,"QUWI",35.84,2.55,NA,NA,100,42
56,48,16.2,9.7,"ABCO",36.4,1.67,NA,"Abgr, sparse",99,42
56,49,6.5,3.4,"ABCO",36.16,0,NA,"wood peckers",100,42
56,50,114.4,32.9,"CADE",39.6,NA,"-1.13","SD, Btop",0,42
56,51,50.4,13.7,"ABCO",41.2,NA,"-4.28","Btop, SD",0,42
56,52,31.3,3.9,"ABCO",41.8,NA,"-3.8","Btop, SD",0,42
56,53,0.4,1.4,"CADE",41.85,NA,"-3.46","1 flag",99,42
56,54,56.2,38.1,"ABCO",42.7,NA,"-1.38",NA,99,42
56,55,18.6,10.3,"PSME",43.97,NA,"-0.4","1 flag, lean",98,42
56,56,0,1.33,"QUWI",42.3,NA,"-0.45","two leaders",99,42
56,57,7.2,4.8,"QUWI",41.5,1.3,NA,"brown leaves",97,42
56,58,6.8,2.8,"QUWI",44.2,2.3,NA,"lean, mech, yellow leaves",99,42
56,59,1.6,1.75,"PSME",44.9,1.2,NA,"two leaders",100,42
56,60,4.8,4.7,"QUWI",47.2,NA,"-0.7","some yellow leaves",99,42
56,61,22.8,10.2,"CADE",49.2,NA,"-2.05","lots of flags and flaglets",85,42
56,62,7.1,4.4,"PSME",49.1,3.58,NA,"brown needles",99,42
43,1,57.9,15,"QUKE",50,NA,"-1.5","3 big resprouts",0,34
43,2,0.6,1.7,"QUKE",49.7,2.1,NA,"bugs on bole",100,34
43,3,0,1.1,"PIPO",48.9,0.1,NA,NA,98,34
43,4,38.1,5,"PSME",48.4,1,NA,"crisp = burned to the top, no needles",0,34
43,5,23.1,3.4,"PSME",47.1,NA,"-4.7","crisp = burned to the top, no needles",0,34
43,6,67.4,25.9,"PSME",44.5,0.4,NA,"cones, fire scar 10m",98,34
43,7,31.2,2.5,"PSME",43.3,NA,"-1.3","crisp = burned to the top, no needles",0,34
43,8,5.6,3.5,"CADE",42.2,2.7,NA,"fire scar 1m",0,34
43,9,10.7,5,"CADE",41.7,4.9,NA,"fire scar 2.5m",0,34
43,10,25.1,8.8,"PIPO",39.6,4,NA,"sparse, very few needles",99,34
43,11,34.3,5,"ABCO",39.7,NA,"-2.7","fire scar 4m",0,34
43,12,1.1,1.9,"QUKE",34.8,0.9,NA,NA,98,34
43,13,8.8,3,"CADE",29.4,NA,"-3.7",NA,94,34
43,14,22,5.6,"QUKE",28.5,4,NA,"Approximate DBH due to measurement access; three resprouts as tall as the main stem",0,34
43,15,4.5,3.7,"PSME",29.5,4.3,NA,"SD and small, hard to tell species based on bark; DBH approximate due to measurement access",0,34
43,16,16.5,7.8,"QUKE",25,NA,"-4.5","3 big and two small resprounts",0,34
43,17,4.5,4.5,"QUKE",19.1,NA,"-3.4","main stem has 2 sprouts",75,34
43,18,6.6,4.8,"QUKE",22.7,2.6,NA,"main stem has 4 sprouts",98,34
43,19,12.4,2.3,"PSME",18.8,NA,"-2.2","Too old to assess and burned to a crisp",0,34
43,20,0,1,"ABCO",20.4,NA,"-1",NA,97,34
43,21,0,1.2,"PIPO",20.4,0.5,NA,NA,45,34
43,22,0,1.3,"ABCO",20,NA,"-0.4",NA,98,34
43,23,0,1.3,"PSME",19.8,NA,"-0.8",NA,96,34
43,24,10.7,5.5,"CADE",19.7,2.4,NA,NA,0,34
43,25,0,1.3,"PSME",19.4,NA,"-1.7",NA,98,34
43,26,13.5,6.2,"CADE",19.1,3,NA,NA,0,34
43,27,13.7,6.2,"CADE",18.2,3,NA,NA,0,34
43,28,1.1,1.7,"ABCO",19,NA,"-0.5","winter flecking",98,34
43,29,0,1.1,"ABCO",18.8,NA,"-2",NA,99,34
43,30,1.8,1.8,"ABCO",17.7,NA,"-2.4",NA,99,34
43,31,0.8,1.5,"ABCO",18.3,NA,"-2.9",NA,99,34
43,32,1.8,1.7,"CADE",16.9,NA,"-1",NA,98,34
43,33,0.6,1.4,"ABCO",16,NA,"-1.5",NA,100,34
43,34,0,1,"ABCO",15.5,NA,"-0.1",NA,98,34
43,35,0,1.1,"ABCO",15.4,NA,"-0.1",NA,99,34
43,36,1.9,2,"CADE",16,NA,"-4.8",NA,98,34
43,37,1.2,1.6,"ABCO",15.2,NA,"-4.7",NA,99,34
43,38,0,1,"ABCO",15.2,NA,"-4.3",NA,100,34
43,39,0,1.2,"PSME",15,NA,"-3.4",NA,97,34
43,40,0,1.3,"ABCO",14.7,NA,"-3",NA,99,34
43,41,0,1.2,"ABCO",14.3,NA,"-2.6",NA,99,34
43,42,2.7,3,"QUKE",13.7,NA,"-2.6","main stem with one resprount",86,34
43,43,5.2,5,"CADE",13.1,NA,"-2.1",NA,0,34
43,44,10.5,7.5,"CADE",12.1,NA,"-3.3",NA,0,34
43,45,4.1,6,"QUKE",11.9,NA,"-3.3","mains tem with 2 resprounts",97,34
43,46,2.1,1.7,"CADE",12.4,NA,"-1.6","fire scar 1.5m",0,34
43,47,4.1,5,"QUKE",12.1,NA,"-1.8","mains tem with 3 resprounts",98,34
43,48,11,5.8,"CADE",10.7,2.2,NA,NA,96,34
43,49,21.1,8.2,"CADE",10.5,4,NA,NA,95,34
43,50,3.6,4.2,"QUKE",8.5,NA,"-1.7","main stem with 1 resprount",95,34
43,51,3.1,3.1,"QUKE",6.3,NA,"-1.7","main stem with 3 resprounts",97,34
43,52,0.7,1.7,"QUKE",8,NA,"-0.9",NA,94,34
43,53,1.9,2.4,"QUKE",2.8,NA,"-3.1","main stem with 3 resprounts",99,34
43,54,3.5,2.3,"QUKE",1.5,NA,"-2.8",NA,96,34
43,55,7.3,4.6,"CADE",1.5,NA,"-2.9",NA,0,34
44,1,16.6,12.2,"QUKE",-7.1,0.48,NA,"3 dead resprouts, 11 live",0,35
44,2,13.4,11.8,"QUKE",-12.2,NA,"-3.35","4 dead resprouts, 19 live",0,35
44,3,64,6.4,"QUKE",5.4,0.3,NA,"1 additional dead offshoot, 4 live resprouts",0,35
44,4,109.6,26.8,"CADE",12.6,NA,"-0.01","fire scar 7m, 2 leaders, flaglets",94,35
44,5,77.7,29.6,"ABCO",16.1,2.29,NA,"fire scar 3.6m",99,35
44,6,70.8,16.6,"QUKE",18.3,1.7,NA,"no fire scar",99,35
44,7,43.1,23.2,"PIPO",19.2,NA,"-3.2","fire scar 6m, lots of pitching from fire scar, wood borer, woodpecker",99,35
45,1,33.7,19.1,"CADE",0.3,1.2,NA,NA,NA,36
45,2,0,1.36,"PIPO",1.3,NA,"-1.8","needle, wtr",98,36
45,3,40.8,30,"PIPO",2.05,NA,"0",NA,99,36
45,4,57.9,2.1,"ABCO",2.1,3.5,NA,"SD, broke",0,36
45,5,0.8,1.6,"ABCO",3.3,2.9,NA,NA,100,36
45,6,0,1.2,"ABCO",2.8,4.9,NA,NA,100,36
45,7,0,1.1,"PIPO",3.8,4.4,NA,"needle miner",96,36
45,8,68.4,5.5,"CADE",6.7,4.9,NA,"SD, fires scar",0,36
45,9,35.5,8,"CADE",13.6,3.3,NA,"SD, BTOP, fire scar",0,36
45,10,22.1,3.7,"CADE",19.4,2.5,NA,"SD, BTOP, fire scar <1.5",0,36
45,11,4.4,2.55,"CADE",28.4,0.5,NA,"SD, BTOP, fire scar <1.5",0,36
45,12,23.9,8,"CADE",28.4,0.5,NA,"SD, BTOP, fire scar <3",0,36
45,13,18.9,6,"CADE",30.7,2.5,NA,"SD, BTOP, fire scar <3.5",0,36
45,14,81,39.6,"ABCO",33.9,3.7,NA,"ABGR, fire scar <10",98,36
45,15,19.4,13.5,"CADE",34.6,2.3,NA,"sparse (10% canopy left) fire scar",85,36
45,16,17.7,2.6,"ABCO",39.8,1.3,NA,"SD, BTOP, fire scar all",0,36
45,17,50.8,34.4,"ABCO",40,1.7,NA,"fire scar",99,36
45,18,40.4,30.3,"ABCO",42.6,2,NA,"pitching from fire scar",96,36
45,19,0,1.1,"PIPO",45.25,2.6,NA,NA,99,36
45,20,54.7,40.3,"ABCO",48.7,0.9,NA,"fire scar, pitching from scar, mech",99,36
45,21,48.9,41.1,"ABCO",48.7,NA,"-0.2","fire scar, pitch from scar",99,36
45,22,36,26.1,"ABCO",40.3,NA,"-3.2","15 m fire scar",99,36
45,23,19.4,5.8,"CADE",37.7,NA,"-2.8","SD fire scar",0,36
45,24,20.2,5.7,"CADE",34.4,NA,"-0.2","SD fire scar 2.3 m",0,36
45,25,19.5,3.4,"CADE",33.9,NA,"-5","SD fire scar full height",0,36
45,26,70.3,36.8,"ABCO",31.6,NA,"-4.9","ABGR fire scare 15 m pitching from scar",100,36
45,27,15.2,9.2,"CADE",30.6,NA,"-3.2","LEAN, crooked, fires scar 1 m",95,36
45,28,41,14.9,"CADE",23.8,NA,"-1.3","fire scare 1, lean, BTop, SD",0,36
45,29,19.8,10.8,"CADE",22.6,NA,"-1.2",""" 10% needle remain",85,36
45,30,0,1,"ABCO",18,NA,"-0.9",NA,99,36
45,31,0,1.2,"ABCO",17.4,NA,"-1.7",NA,98,36
45,32,0,1.3,"ABCO",16.8,NA,"-2.2",NA,99,36
45,33,22.6,18.1,"CADE",13.7,NA,"-3.3","fire scar 1.5 m, sparse",96,36
45,34,32.4,26.6,"ABCO",13.2,NA,"-4.45",""" 3m, pitch from scar",98,36
45,35,27.9,28.2,"ABCO",11.8,NA,"-3.7","twins with below ABGR",98,36
45,36,16,3.9,"ABCO",11.8,NA,"-3.7",""" above SD",0,36
45,37,46.5,23.2,"ABCO",3.7,NA,"-1.3","ABGR, fire scar",99,36
45,38,41,34.2,"PIPO",2,NA,"-0.01","small fire scar",98,36
48,1,18.4,6.6,"ABCO",2.9,4.1,NA,"pitching on bole, lichen",99,37
48,2,28.1,10.2,"ABCO",4.4,3.8,NA,"looks diseased, pitching on bole, fading top, lichen",94,37
48,3,14.8,9.1,"PIJE",11.7,NA,"-4.6","very short branches, skinny",98,37
48,4,8.6,3.8,"ABCO",12.1,0.3,NA,"pitching from growth",97,37
48,5,4.8,2.7,"ABCO",13.6,1.3,NA,"pitching from growth",96,37
48,6,33.4,16.8,"ABCO",18.7,3.4,NA,"pitching on bole",92,37
48,7,13.2,5.8,"ABCO",20.3,4.3,NA,"lichen, pitching (probably from growth)",91,37
48,8,46,18.8,"ABCO",23.2,2.5,NA,NA,93,37
48,9,6.1,3.3,"ABCO",23.3,NA,"-0.6",NA,97,37
48,10,23.8,9.6,"ABCO",24.4,4.9,NA,"streaming pitch, woodpecker, lichen, sparse",50,37
48,11,15.6,6.8,"ABCO",27.2,4.9,NA,"woodpecker, pitching, cryptoporous",0,37
48,12,0.3,1.4,"ABCO",27.1,NA,"-1.2","2 leaders",99,37
48,13,32.3,12.8,"ABCO",30.2,NA,"-1.4","lichen",0,37
48,14,45.7,12.2,"ABCO",34,1.5,NA,NA,96,37
48,15,2.4,1.75,"ABCO",34,2,NA,"sparse",98,37
48,16,106.3,54.4,"PIJE",35.9,NA,"-2.9",NA,96,37
48,17,20,7,"ABCO",44.4,3.8,NA,"pitching on bole",97,37
48,18,110.4,49.9,"PIJE",48.8,0.1,NA,NA,96,37
49,1,0,1.7,"CADE",2.7,NA,"-2.3","mech",97,38
49,2,0.7,1.5,"ABCO",2.6,NA,"-4.7","mech",99,38
49,3,0,1,"CADE",2.4,NA,"-8.9",NA,99,38
49,4,0,1,"CADE",2.9,NA,"-8.9",NA,94,38
49,5,0,1.3,"ABCO",5,NA,"-3.5",NA,99,38
49,6,0,1.2,"ABCO",5,NA,"-3.2",NA,99,38
49,7,0.5,1.5,"ABCO",5.2,NA,"-3.1",NA,99,38
49,8,0,1.3,"ABCO",5.2,NA,"-3.2",NA,99,38
49,9,0,1.35,"ABCO",5.5,NA,"-3.6",NA,99,38
49,10,0,1.1,"CADE",5.6,NA,"-5",NA,95,38
49,11,0,1.2,"ABCO",6.1,NA,"-4.8",NA,97,38
49,12,0,1.2,"CADE",6.4,NA,"-4.9",NA,97,38
49,13,0.4,1.4,"ABCO",6.1,NA,"-3.5",NA,98,38
49,14,0.4,1.4,"ABCO",6,NA,"-2.3",NA,97,38
49,15,0,1.3,"ABCO",6.2,NA,"-2.4",NA,99,38
49,16,29.9,16.9,"CADE",7.1,NA,"-0.6","SD",0,38
49,17,0.6,1.4,"ABCO",6.8,NA,"-5",NA,90,38
49,18,0,1.3,"CADE",6.7,NA,"-5",NA,91,38
49,19,23.9,13.2,"CADE",10.8,NA,"-0.8",NA,93,38
49,20,0,1,"ABCO",14,NA,"-2.4",NA,95,38
49,21,15.1,9.2,"CADE",16.7,NA,"-3","sparse",95,38
49,22,0,1.3,"CADE",17.6,NA,"-2.1",NA,98,38
49,23,17.1,5.5,"QUKE",18.2,NA,"-3.1","dtop (most of tree dead), moss",99,38
49,24,17.7,5.5,"QUKE",18.2,NA,"-3.4","dtop (most of tree dead), moss",99,38
49,25,20.6,17,"QUKE",19,NA,"-3.1","moss",99,38
49,26,34,27,"QUKE",19,NA,"-3.3","moss",99,38
49,27,0,1.1,"CADE",18.6,NA,"-1.4",NA,99,38
49,28,0,1.35,"CADE",18.6,NA,"-0.7",NA,99,38
49,29,1,1.7,"ABCO",19.1,NA,"-0.8",NA,99,38
49,30,0,1,"CADE",19.2,NA,"-0.6",NA,99,38
49,31,0,1.3,"ABCO",17.6,NA,"-3.3","crook",98,38
49,32,0.6,1.4,"ABCO",19.8,NA,"-0.5",NA,99,38
49,33,0,1.3,"CADE",19.9,NA,"-2.7",NA,97,38
49,34,0,1.3,"CADE",20.1,NA,"-0.8",NA,99,38
49,35,0,1,"CADE",20.2,NA,"-2.4",NA,98,38
49,36,0,1.36,"CADE",20.6,NA,"-1.7",NA,99,38
49,37,0,1,"CADE",20.6,NA,"-2.8",NA,95,38
49,38,0.2,1.4,"CADE",20.7,NA,"-3.3",NA,99,38
49,39,0.2,1.4,"CADE",20.5,NA,"-3.4",NA,99,38
49,40,0.8,1.7,"CADE",23.5,NA,"-5",NA,96,38
49,41,0,1.3,"ABCO",27.7,NA,"-2.2",NA,99,38
49,42,17.2,2.3,"CADE",27.7,NA,"-2.4","SD, btop",0,38
49,43,0,1.36,"CADE",27.5,NA,"-3.8","multiple leaders",94,38
49,44,0,1.2,"CADE",31.6,NA,"-2.4",NA,98,38
49,45,0,1.2,"CADE",31.6,NA,"-2.1",NA,97,38
49,46,0.4,1.5,"CADE",33,NA,"-5",NA,95,38
49,47,0,1.1,"CADE",33.4,NA,"-3.1",NA,97,38
49,48,0,1,"CADE",33.5,NA,"-4.9",NA,96,38
49,49,1.1,1.7,"CADE",34.4,NA,"-8.1",NA,96,38
49,50,0,1.3,"CADE",38.9,NA,"-2.9",NA,100,38
49,51,39.3,28.9,"ABCO",36.8,NA,"-1.7","mist",99,38
49,52,1.6,1.8,"CADE",38.3,NA,"-0.9","crook, mech",98,38
49,53,0,1,"ABCO",38.3,NA,"-4.7",NA,98,38
49,54,0,1.1,"ABCO",38.6,NA,"-5",NA,99,38
49,55,0,1,"ABCO",38.7,NA,"-4.7",NA,99,38
49,56,0,1.1,"CADE",38.9,NA,"-5",NA,98,38
49,57,0.3,1.4,"ABCO",39.9,NA,"-4.2",NA,100,38
49,58,1.2,1.7,"CADE",39.9,NA,"-1.1",NA,96,38
49,59,2.6,1.9,"CADE",41.6,NA,"-0.8",NA,95,38
49,60,40.3,18.7,"CADE",43,NA,"-4.8",NA,95,38
49,61,48.8,3.2,"ABCO",43.5,NA,"-4.3","broke, SD",0,38
49,62,135.5,58.4,"PIPO",50.1,NA,"-2.5","ABGR",95,38
49,63,15.9,7.3,"CADE",0.7,1.2,NA,NA,97,38
49,64,18.8,9.1,"CADE",1,4.4,NA,NA,97,38
49,65,31.6,15.5,"CADE",3.3,0.4,NA,"SD",0,38
49,66,0,1,"CADE",4.3,1.2,NA,NA,98,38
49,67,0.7,1.7,"CADE",6.2,4.2,NA,NA,98,38
49,68,0,1.3,"ABCO",5.8,3.6,NA,"2 leaders",99,38
49,69,44.8,7.3,"ABCO",6.1,3.7,NA,"SD",0,38
49,70,0,1,"CADE",6.6,4.7,NA,NA,98,38
49,71,0,1,"CADE",6,4.8,NA,NA,98,38
49,72,0,1.1,"ABCO",7,2.9,NA,"squiggly",99,38
49,73,0,1,"ABCO",10.5,1.8,NA,NA,98,38
49,74,0,1.35,"ABCO",10.5,4.5,NA,NA,98,38
49,75,0.4,1.5,"ABCO",9.7,4.6,NA,NA,99,38
49,76,0,1.2,"ABCO",10.6,5,NA,NA,98,38
49,77,69.9,30.1,"CADE",11.5,0,NA,NA,98,38
49,78,0,1,"CADE",12.1,1.6,NA,NA,98,38
49,79,0,1,"ABCO",12.7,4.5,NA,"a little squished under log",99,38
49,80,0,1,"ABCO",12.7,4.6,NA,"a little squished under log",99,38
49,81,0,1,"ABCO",13.1,2.8,NA,NA,98,38
49,82,0,1,"ABCO",14.3,4.5,NA,"a little crushed by log",98,38
49,83,14.5,7.8,"CADE",10.1,3.5,NA,"SD",0,38
49,84,0,1.3,"CADE",16.3,4,NA,NA,98,38
49,85,0,1,"CADE",17,3.2,NA,NA,99,38
49,86,1.3,1.8,"ABCO",19,1.8,NA,NA,97,38
49,87,0.2,1.37,"ABCO",20.3,0.2,NA,NA,95,38
49,88,0,1.3,"ABCO",20.8,0.8,NA,NA,98,38
